index,store_ID,day_of_week,date,nb_customers_on_day,open,promotion,state_holiday,school_holiday,sales
687258,828,6,12/04/2014,371,1,0,0,0,3436.1428
682270,565,1,07/07/2014,817,1,0,0,1,6550.0654
162037,1026,1,30/09/2013,973,1,0,0,0,7432.89
585985,436,5,21/02/2014,712,1,1,0,1,6980.3003
464676,226,2,05/08/2014,745,1,1,0,1,8095.106
556983,758,4,29/08/2013,641,1,1,0,1,6486.2725
634075,484,2,12/02/2013,494,1,0,0,0,4621.783
19525,359,4,30/05/2013,0,0,1,a,0,0.0
537112,595,4,12/06/2014,1590,1,0,0,0,10634.504
399360,851,1,30/06/2014,644,1,1,0,0,7118.685
118758,468,3,26/03/2014,553,1,0,0,0,4941.451
356298,457,6,17/08/2013,406,1,0,0,0,3952.074
606819,682,3,29/10/2014,1783,1,0,0,1,11489.755
284453,760,5,24/10/2014,1166,1,1,0,1,10092.378
86640,642,3,08/04/2015,512,1,0,0,1,4602.537
333297,411,2,08/01/2013,620,1,1,0,1,7003.225
69203,878,6,24/01/2015,567,1,0,0,0,5471.168
352319,900,7,05/07/2015,0,0,0,0,0,0.0
147730,806,6,31/08/2013,464,1,0,0,0,4651.1025
84438,906,4,11/04/2013,1439,1,1,0,0,12102.071
633525,545,2,29/01/2013,764,1,0,0,0,6592.267
281766,1003,5,11/01/2013,1132,1,1,0,0,9546.906
322087,892,4,16/04/2015,860,1,1,0,0,7989.0605
41543,770,7,28/07/2013,0,0,0,0,0,0.0
611885,318,1,03/02/2014,797,1,1,0,0,8957.022
580090,890,6,05/10/2013,379,1,0,0,0,3562.618
462893,154,4,07/03/2013,800,1,1,0,0,8190.2134
591390,590,1,11/03/2013,333,1,0,0,0,3373.1084
481517,519,7,08/09/2013,0,0,0,0,0,0.0
286731,87,4,13/03/2014,717,1,0,0,0,5877.079
211625,330,6,07/06/2014,438,1,0,0,0,4218.6943
475982,689,2,05/08/2014,798,1,1,0,1,8309.043
663280,163,7,12/10/2014,0,0,0,0,0,0.0
268869,851,1,25/11/2013,533,1,0,0,0,4663.1187
512722,81,2,27/05/2014,441,1,0,0,0,4584.1934
580990,1067,5,14/03/2014,451,1,0,0,0,4365.3
636027,625,4,12/09/2013,683,1,1,0,0,6921.205
636368,797,7,09/06/2013,0,0,0,0,0,0.0
310358,868,2,03/03/2015,686,1,1,0,0,7304.266
230295,643,4,04/07/2013,1025,1,1,0,1,9293.454
450352,520,6,07/06/2014,378,1,0,0,0,3656.3179
119042,685,7,12/10/2014,0,0,0,0,0,0.0
73573,969,5,05/07/2013,611,1,1,0,0,5726.77
225958,887,6,27/09/2014,429,1,0,0,0,4115.2495
578418,285,3,05/06/2013,476,1,1,0,0,5442.9775
645,1061,3,22/04/2015,479,1,0,0,0,4457.9814
89846,487,4,19/12/2013,989,1,1,0,0,8736.328
582541,751,3,13/05/2015,662,1,0,0,0,5880.3477
315647,811,3,05/11/2014,588,1,1,0,0,6062.497
286124,462,3,03/12/2014,676,1,1,0,0,6780.113
365900,917,4,16/01/2014,626,1,0,0,0,5378.369
157832,298,3,14/08/2013,973,1,1,0,1,8875.01
492472,91,1,18/11/2013,941,1,1,0,0,9896.19
602794,138,6,01/06/2013,317,1,0,0,0,3099.5657
359775,515,5,09/08/2013,680,1,0,0,1,6182.4326
269730,751,4,04/07/2013,616,1,1,0,0,6433.5664
162460,48,7,13/07/2014,0,0,0,0,0,0.0
86554,440,3,30/04/2014,887,1,1,0,0,8264.577
194331,513,6,09/08/2014,1736,1,0,0,0,13277.235
389569,243,6,15/02/2014,684,1,0,0,0,6379.0015
409961,840,1,16/09/2013,1087,1,0,0,0,8761.9375
262649,313,7,16/06/2013,0,0,0,0,0,0.0
303121,86,5,09/05/2014,673,1,1,0,0,6609.185
74260,361,4,05/09/2013,507,1,0,0,0,4719.68
465157,55,1,16/12/2013,1008,1,1,0,0,11835.308
503990,750,1,11/03/2013,363,1,0,0,0,3788.9353
96610,887,3,01/04/2015,649,1,1,0,1,6602.3853
170667,798,5,13/09/2013,1060,1,1,0,0,9991.502
572579,723,1,05/08/2013,454,1,0,0,1,4559.9824
258512,849,2,27/05/2014,770,1,0,0,0,6231.8135
373530,1076,7,16/03/2014,0,0,0,0,0,0.0
704114,268,5,03/07/2015,679,1,1,0,0,6607.893
17188,661,5,28/03/2014,0,0,0,0,0,0.0
694370,77,7,29/03/2015,0,0,0,0,0,0.0
155961,1060,6,06/06/2015,724,1,0,0,0,6603.689
410575,274,3,16/01/2013,602,1,0,0,0,5077.5254
579864,33,5,22/11/2013,807,1,1,0,0,8196.312
51802,523,2,31/12/2013,1304,1,0,0,1,10753.55
554321,828,4,04/12/2014,700,1,1,0,0,6824.244
154113,453,1,08/04/2013,910,1,1,0,1,9712.219
65698,340,3,08/01/2014,698,1,1,0,0,7045.0234
292095,890,6,14/06/2014,422,1,0,0,0,3987.2014
658470,668,1,06/07/2015,1172,1,0,0,0,8831.268
85711,1084,7,02/11/2014,0,0,0,0,0,0.0
296502,732,3,30/04/2014,899,1,1,0,1,8709.196
619397,250,4,14/02/2013,481,1,0,0,0,4621.7705
63808,601,3,09/10/2013,373,1,1,0,0,4520.6885
85123,1002,3,06/08/2014,666,1,1,0,1,6467.62
222172,452,4,21/03/2013,633,1,1,0,0,6272.8184
52880,745,6,04/10/2014,405,1,0,0,0,4071.9216
279032,1082,7,13/01/2013,0,0,0,0,0,0.0
16992,438,4,26/03/2015,501,1,0,0,0,4608.5957
264,169,2,06/08/2013,670,1,0,0,1,5969.6562
497479,802,6,14/02/2015,556,1,0,0,0,5807.646
708099,306,1,13/05/2013,524,1,1,0,0,6389.658
99206,186,1,13/05/2013,436,1,1,0,0,5409.1606
706923,580,7,27/07/2014,0,0,0,0,0,0.0
325421,678,5,03/10/2014,0,0,1,a,0,0.0
295101,1077,6,10/01/2015,323,1,0,0,0,3356.259
212897,1115,3,30/10/2013,338,1,0,0,0,4046.8333
523602,46,7,22/12/2013,0,0,0,0,0,0.0
224015,296,4,12/02/2015,692,1,0,0,0,5868.408
240831,228,4,25/06/2015,512,1,0,0,0,4971.012
312356,471,5,27/06/2014,592,1,0,0,0,5541.009
587070,1012,3,30/01/2013,380,1,0,0,0,3671.2292
563283,117,4,17/04/2014,726,1,1,0,1,7421.706
313404,625,3,31/07/2013,721,1,1,0,1,7344.2935
658350,657,4,16/01/2014,567,1,0,0,0,5122.266
109854,83,3,24/04/2013,329,1,1,0,0,3846.5017
311072,386,5,23/08/2013,633,1,0,0,1,6291.341
690302,83,7,02/03/2014,0,0,0,0,0,0.0
478353,1031,5,10/05/2013,476,1,0,0,0,4574.6187
617104,858,1,16/02/2015,466,1,1,0,1,5441.667
289887,1013,7,28/04/2013,0,0,0,0,0,0.0
291397,448,6,20/12/2014,696,1,0,0,0,6423.368
316169,959,3,16/01/2013,727,1,0,0,0,5829.8027
24435,715,2,29/07/2014,752,1,1,0,1,7920.251
457259,118,2,16/06/2015,735,1,1,0,0,7780.038
416543,173,4,19/02/2015,1011,1,1,0,0,8943.786
149439,843,1,22/09/2014,945,1,0,0,0,7746.3774
111247,452,7,15/12/2013,0,0,0,0,0,0.0
60881,11,3,02/04/2014,1300,1,1,0,0,10168.5205
544661,775,1,04/11/2013,769,1,1,0,0,8582.457
659419,546,2,26/05/2015,1931,1,0,0,1,15275.149
44122,1016,5,28/03/2014,440,1,0,0,0,4281.9385
668189,535,1,03/06/2013,1308,1,1,0,0,13077.998
199590,807,6,26/04/2014,981,1,0,0,0,9071.483
295494,1000,6,11/05/2013,834,1,0,0,0,8179.8784
446963,341,4,03/04/2014,786,1,1,0,0,7705.1133
542691,692,7,17/11/2013,0,0,0,0,0,0.0
122691,490,2,12/03/2013,1005,1,0,0,0,7580.964
509258,34,5,30/05/2014,1172,1,0,0,1,9240.123
14904,795,5,01/11/2013,0,0,0,a,1,0.0
325371,871,7,13/07/2014,0,0,0,0,0,0.0
204586,670,7,05/04/2015,0,0,0,0,0,0.0
419381,110,6,14/03/2015,302,1,0,0,0,2776.5486
10296,743,6,19/10/2013,216,1,0,0,0,2117.5735
30397,461,4,10/04/2014,411,1,0,0,0,3992.7593
381281,928,2,20/05/2014,666,1,1,0,0,6934.6704
674015,12,6,22/02/2014,738,1,0,0,0,6474.1562
697655,63,4,21/03/2013,678,1,1,0,0,7240.287
11089,575,6,04/01/2014,242,1,0,0,0,2182.1248
252014,31,6,01/06/2013,625,1,0,0,0,6084.4062
656815,506,4,04/04/2013,812,1,0,0,1,6600.708
65033,1094,1,10/02/2014,318,1,0,0,0,3381.3635
492067,626,6,02/03/2013,813,1,0,0,0,7356.5195
239596,902,3,06/02/2013,660,1,1,0,0,6763.6914
377320,307,6,18/07/2015,171,1,0,0,0,1580.3534
373807,501,1,05/01/2015,827,1,1,0,1,9203.869
18392,745,4,02/05/2013,930,1,1,0,0,9061.756
688608,455,3,07/01/2015,581,1,1,0,0,6162.4497
609047,268,6,08/02/2014,450,1,0,0,0,4243.7607
86212,762,3,25/09/2013,296,1,1,0,0,3215.2998
287550,705,7,10/02/2013,0,0,0,0,0,0.0
80518,310,4,07/03/2013,864,1,1,0,0,8277.805
478263,731,1,25/08/2014,854,1,0,0,0,6900.569
376248,6,1,18/05/2015,694,1,1,0,0,7428.0073
615881,156,4,19/03/2015,871,1,1,0,0,8596.717
389248,207,5,31/10/2014,1240,1,0,0,0,9487.343
61168,449,6,11/04/2015,1142,1,0,0,0,8968.951
159417,851,7,22/03/2015,0,0,0,0,0,0.0
325809,876,6,27/09/2014,330,1,0,0,0,3035.7866
116717,740,6,04/04/2015,752,1,0,0,1,6969.374
18844,971,3,03/07/2013,1013,1,1,0,0,8868.561
447713,231,4,07/02/2013,361,1,1,0,0,4264.324
85370,640,7,15/12/2013,0,0,0,0,0,0.0
543029,696,6,03/01/2015,732,1,0,0,0,6903.345
56409,1052,2,15/01/2013,609,1,0,0,0,5310.65
387150,779,7,05/04/2015,0,0,0,0,0,0.0
334209,470,4,25/06/2015,1504,1,0,0,0,10246.972
401969,1096,5,06/02/2015,689,1,1,0,0,6657.157
552856,364,2,28/04/2015,665,1,1,0,0,7200.326
133341,478,6,15/11/2014,471,1,0,0,0,4631.176
703597,613,5,17/07/2015,844,1,1,0,1,8095.6157
269535,997,3,01/01/2014,0,0,0,a,1,0.0
383422,142,6,07/06/2014,451,1,0,0,0,4416.66
699585,745,4,23/10/2014,675,1,1,0,1,7046.475
170793,230,2,15/10/2013,741,1,0,0,1,6634.6533
557361,576,4,18/06/2015,941,1,1,0,0,8390.501
564988,657,3,16/07/2014,815,1,1,0,1,8033.2314
276210,905,5,17/01/2014,1332,1,0,0,0,9668.334
684251,391,6,27/12/2014,315,1,0,0,0,2965.5713
264974,880,5,05/04/2013,726,1,0,0,1,6459.1396
545522,480,1,15/06/2015,850,1,1,0,0,9317.257
319591,617,5,14/11/2014,689,1,1,0,0,7003.3164
73353,145,3,21/01/2015,905,1,0,0,0,7219.471
683276,128,6,20/04/2013,493,1,0,0,0,4885.2075
44878,459,6,09/11/2013,658,1,0,0,0,6130.4365
416115,117,7,04/08/2013,0,0,0,0,0,0.0
138767,810,3,15/04/2015,433,1,1,0,0,4949.9272
53389,1,2,30/12/2014,703,1,0,0,1,5708.8394
196244,304,7,16/11/2014,0,0,0,0,0,0.0
163356,1083,4,15/05/2014,314,1,0,0,0,3751.192
168117,1036,7,16/06/2013,0,0,0,0,0,0.0
425785,1067,3,15/01/2014,431,1,0,0,0,4191.4873
370148,34,2,27/01/2015,962,1,1,0,0,9413.14
348774,532,3,09/10/2013,1301,1,1,0,0,11632.472
344245,1048,2,29/04/2014,606,1,1,0,1,6949.316
196290,273,6,26/04/2014,604,1,0,0,0,5569.975
452221,289,4,09/10/2014,518,1,1,0,0,5608.9004
354919,60,4,20/11/2014,800,1,0,0,0,6977.5503
483084,35,2,07/05/2013,562,1,0,0,0,5084.1763
358119,943,1,23/06/2014,512,1,0,0,0,4798.4297
706135,78,4,16/05/2013,514,1,1,0,1,5391.074
638946,695,6,09/11/2013,271,1,0,0,0,2537.7175
407452,859,6,05/04/2014,796,1,0,0,0,6981.4546
698824,374,1,25/05/2015,0,0,0,a,0,0.0
443320,944,7,16/02/2014,0,0,0,0,0,0.0
295992,267,7,15/02/2015,0,0,0,0,0,0.0
95229,143,4,23/05/2013,435,1,0,0,0,4211.592
661405,690,4,28/03/2013,1033,1,1,0,1,9397.576
112775,465,6,31/08/2013,628,1,0,0,0,5871.236
690432,776,1,13/05/2013,695,1,1,0,0,7609.791
651556,251,5,24/04/2015,2207,1,0,0,0,15990.033
351128,179,2,21/10/2014,911,1,1,0,0,8879.319
202138,925,7,20/04/2014,0,0,0,0,0,0.0
356794,225,1,24/03/2014,484,1,0,0,0,4823.3
449753,509,4,21/02/2013,576,1,1,0,0,6181.8037
99079,747,4,13/02/2014,686,1,0,0,0,6064.874
531653,794,1,28/07/2014,536,1,1,0,1,6100.9116
709411,362,2,11/02/2014,1041,1,0,0,0,7774.555
102337,293,4,29/01/2015,884,1,1,0,0,8122.4204
190137,922,6,29/03/2014,768,1,0,0,0,6925.4272
634935,1073,4,08/05/2014,853,1,1,0,0,7956.5303
129472,388,5,25/01/2013,1165,1,1,0,0,10651.19
158680,46,2,24/12/2013,468,1,0,0,1,4373.802
63088,489,6,19/04/2014,484,1,0,0,0,4765.09
263621,761,1,01/09/2014,1382,1,1,0,0,12827.752
315252,758,2,08/07/2014,590,1,0,0,0,5112.5854
107554,915,1,29/06/2015,569,1,1,0,0,6607.9473
489603,377,3,06/11/2013,943,1,1,0,0,8843.606
604017,982,2,25/06/2013,554,1,0,0,0,5082.6465
299243,982,1,09/06/2014,0,0,0,a,0,0.0
585373,972,7,07/09/2014,0,0,0,0,0,0.0
173976,728,1,14/07/2014,464,1,1,0,0,5859.2285
38301,939,4,20/11/2014,496,1,0,0,0,4637.56
689391,207,6,16/03/2013,1011,1,0,0,0,8174.6074
17878,888,4,04/04/2013,648,1,0,0,1,5602.0522
337386,633,5,06/03/2015,560,1,1,0,0,6025.4604
504457,164,1,19/08/2013,539,1,0,0,1,5102.6626
625847,575,6,17/01/2015,235,1,0,0,0,1912.7139
561911,990,3,25/12/2013,0,0,0,c,1,0.0
614320,141,2,23/04/2013,710,1,1,0,0,7586.4297
408503,256,1,07/07/2014,1215,1,0,0,1,10445.13
342516,112,6,09/11/2013,768,1,0,0,0,7056.1284
618021,844,3,17/12/2014,507,1,1,0,0,5489.403
189788,1068,2,23/07/2013,217,1,0,0,0,3181.9136
571974,787,4,23/04/2015,979,1,0,0,0,7857.2153
455711,304,4,19/02/2015,1057,1,1,0,0,9229.699
622564,593,6,12/01/2013,962,1,0,0,0,8137.4883
707198,93,5,26/07/2013,659,1,0,0,1,6137.933
631221,1050,1,09/03/2015,467,1,0,0,0,4360.5566
21112,678,2,16/06/2015,1014,1,1,0,0,9170.929
312878,406,2,18/11/2014,410,1,0,0,0,4073.8618
288306,349,6,28/12/2013,762,1,0,0,0,7276.2803
398678,1042,5,10/07/2015,479,1,0,0,1,4162.8257
145708,225,2,05/11/2013,641,1,1,0,0,7254.4517
382147,795,5,12/07/2013,389,1,0,0,0,3698.4707
371414,979,7,16/02/2014,0,0,0,0,0,0.0
703954,928,1,21/10/2013,903,1,1,0,1,9419.498
86899,465,5,08/02/2013,641,1,1,0,0,6428.619
396877,359,2,14/01/2014,518,1,0,0,0,4824.8223
1282,696,5,03/04/2015,0,0,1,b,0,0.0
631589,311,3,12/03/2014,736,1,0,0,0,6212.4814
455671,293,1,06/07/2015,781,1,0,0,0,6223.936
469908,494,2,29/07/2014,1120,1,1,0,1,10143.2705
431985,1075,6,25/05/2013,944,1,0,0,0,8282.839
278139,914,5,18/07/2014,972,1,1,0,1,8554.472
431632,797,2,22/01/2013,412,1,1,0,0,5059.4453
377562,753,4,10/10/2013,869,1,1,0,0,8557.642
213735,931,4,14/05/2015,164,1,0,a,0,1437.048
663185,883,1,04/11/2013,631,1,1,0,0,7101.5195
646623,938,3,15/01/2014,819,1,0,0,0,6504.6494
539051,41,2,04/06/2013,340,1,1,0,0,4331.8306
84020,865,4,10/10/2013,698,1,1,0,0,6724.1323
660422,922,7,19/05/2013,0,0,0,0,0,0.0
558981,144,5,23/05/2014,828,1,1,0,0,8153.815
116183,486,6,08/02/2014,329,1,0,0,0,3061.426
599798,195,1,08/06/2015,1333,1,0,0,0,10266.181
682117,570,2,17/09/2013,556,1,0,0,0,5419.069
700616,455,3,06/08/2014,577,1,1,0,1,6153.9136
304848,942,7,20/01/2013,0,0,0,0,0,0.0
421259,1099,5,09/05/2014,860,1,1,0,0,7279.1323
188571,717,6,19/10/2013,421,1,0,0,0,4198.361
568917,963,1,19/08/2013,1046,1,0,0,1,8783.367
644780,286,5,18/04/2014,0,0,1,b,0,0.0
232597,648,1,21/04/2014,0,0,0,b,1,0.0
225943,436,5,26/06/2015,529,1,0,0,0,5030.932
512432,626,1,19/08/2013,789,1,0,0,1,6921.9688
510778,500,7,25/08/2013,0,0,0,0,0,0.0
516800,255,1,02/09/2013,607,1,0,0,1,5525.999
117796,1093,3,13/03/2013,612,1,0,0,0,5121.6846
132131,197,7,12/05/2013,0,0,0,0,0,0.0
338988,566,5,28/03/2014,570,1,0,0,0,4885.679
710054,25,5,25/04/2014,1234,1,0,0,1,9375.451
385941,110,7,02/06/2013,0,0,0,0,0,0.0
598902,627,5,22/11/2013,607,1,1,0,0,6289.9766
27059,414,1,08/07/2013,475,1,0,0,1,4750.4814
230416,239,2,27/08/2013,416,1,1,0,1,4989.2905
393159,463,5,04/10/2013,976,1,0,0,0,7983.374
447991,49,2,14/01/2014,451,1,0,0,0,5170.476
372129,535,2,21/01/2014,1015,1,1,0,0,10010.647
185843,50,2,22/10/2013,312,1,1,0,0,4264.4824
402870,128,6,30/11/2013,685,1,0,0,0,6525.002
279096,390,1,30/06/2014,1534,1,1,0,0,15135.874
183787,944,7,02/06/2013,0,0,0,0,0,0.0
214154,143,2,29/04/2014,675,1,1,0,0,7186.7036
426255,424,3,18/06/2014,1010,1,1,0,0,8521.976
110925,1067,4,07/05/2015,533,1,1,0,0,5602.2534
66316,331,4,30/10/2014,735,1,0,0,1,6112.842
566546,656,4,04/12/2014,389,1,1,0,0,4366.245
511047,1099,2,30/07/2013,1385,1,1,0,1,11304.751
631547,814,6,24/05/2014,473,1,0,0,0,4696.775
187617,1001,2,14/10/2014,531,1,0,0,1,4661.6304
638341,932,1,23/09/2013,820,1,1,0,0,8892.075
352597,1113,6,29/03/2014,592,1,0,0,0,5994.8467
430290,1060,5,10/07/2015,739,1,0,0,1,6399.1406
512629,332,7,26/05/2013,0,0,0,0,0,0.0
406884,130,2,04/02/2014,614,1,1,0,0,6658.631
247840,241,3,20/11/2013,680,1,1,0,0,6932.315
531231,122,4,26/09/2013,775,1,1,0,0,7681.7935
440330,985,4,04/12/2014,924,1,1,0,0,8200.874
584372,589,3,25/09/2013,523,1,1,0,0,5791.292
516319,1072,3,23/07/2014,609,1,0,0,1,5356.8906
40264,1095,3,14/05/2014,650,1,0,0,0,5364.2104
160152,499,3,07/08/2013,604,1,0,0,1,5266.2056
695800,271,7,05/04/2015,0,0,0,0,0,0.0
317161,227,1,28/01/2013,522,1,0,0,0,5056.83
233510,678,5,27/06/2014,766,1,0,0,0,6560.5825
133663,503,6,28/06/2014,510,1,0,0,0,4990.588
352424,793,5,02/01/2015,445,1,0,0,1,4204.076
489542,1101,6,20/04/2013,856,1,0,0,0,7868.4805
182718,69,4,18/04/2013,1081,1,0,0,0,7755.7295
528406,1016,3,01/01/2014,0,0,0,a,1,0.0
157382,1070,4,15/01/2015,831,1,1,0,0,7838.251
520209,1097,1,09/03/2015,2415,1,0,0,0,9535.808
68949,683,4,04/04/2013,902,1,0,0,1,7028.5015
333930,456,6,15/11/2014,768,1,0,0,0,6870.693
366961,605,6,17/01/2015,532,1,0,0,0,5308.88
610261,928,7,22/02/2015,0,0,0,0,0,0.0
103835,1020,4,11/04/2013,1064,1,1,0,0,9226.88
213266,896,2,16/09/2014,1072,1,1,0,0,9243.033
414054,623,3,12/03/2014,735,1,0,0,0,6177.9204
637551,716,2,21/01/2014,412,1,1,0,0,5156.7446
157357,330,3,29/04/2015,469,1,1,0,0,5149.4355
328144,768,7,05/05/2013,0,0,0,0,0,0.0
33495,859,1,13/04/2015,839,1,1,0,0,8983.017
271210,937,7,03/11/2013,0,0,0,0,0,0.0
359817,339,6,04/07/2015,516,1,0,0,0,5066.106
201664,220,1,14/01/2013,625,1,0,0,0,5333.6196
454950,762,1,14/10/2013,343,1,0,0,0,3259.2944
414231,521,4,30/04/2015,606,1,1,0,0,6221.968
397614,131,3,11/06/2014,483,1,0,0,0,4538.273
191520,392,3,01/10/2014,846,1,1,0,0,8431.237
665936,444,3,27/03/2013,1873,1,1,0,0,14664.507
358450,116,5,22/03/2013,884,1,1,0,0,8354.144
23929,387,4,15/01/2015,1181,1,1,0,0,10707.281
702655,47,6,24/05/2014,791,1,0,0,0,6620.5757
459506,307,5,19/04/2013,318,1,0,0,0,3271.8145
156927,186,1,21/10/2013,496,1,1,0,0,6068.645
592540,769,1,20/04/2015,3582,1,0,0,0,13551.211
573714,506,5,15/05/2015,850,1,0,0,0,7343.452
664986,1071,4,04/12/2014,861,1,1,0,0,7979.024
179576,637,4,06/02/2014,794,1,1,0,0,7786.4277
190910,122,3,17/04/2013,673,1,0,0,0,5849.868
28898,662,6,05/01/2013,718,1,0,0,0,6674.174
19750,1107,3,01/07/2015,625,1,1,0,0,6265.64
501839,2,1,06/10/2014,748,1,1,0,1,7816.3774
120024,564,7,30/06/2013,0,0,0,0,0,0.0
611384,40,1,28/10/2013,515,1,0,0,1,4880.126
589525,855,1,08/09/2014,600,1,0,0,1,5299.9316
470469,251,6,20/09/2014,2250,1,0,0,0,16102.305
515647,131,4,23/04/2015,480,1,0,0,0,4538.273
335726,558,3,28/01/2015,376,1,1,0,0,4256.337
122545,957,2,08/07/2014,710,1,0,0,0,5757.7666
443886,780,2,14/05/2013,1144,1,1,0,0,10446.987
582025,1097,1,13/10/2014,2360,1,0,0,0,9535.808
696967,397,4,28/08/2014,684,1,0,0,0,6012.8203
241644,519,2,21/05/2013,552,1,0,0,0,5019.573
187749,922,7,20/10/2013,0,0,0,0,0,0.0
528886,1003,4,28/03/2013,1231,1,1,0,1,10425.872
514852,422,1,15/09/2014,571,1,1,0,0,6458.841
59181,109,7,23/02/2014,0,0,0,0,0,0.0
293868,982,4,08/01/2015,700,1,1,0,0,7106.8174
215851,279,6,02/03/2013,665,1,0,0,0,6358.872
335045,833,7,08/02/2015,0,0,0,0,0,0.0
470156,525,1,09/09/2013,1019,1,1,0,0,11266.855
103416,321,3,04/03/2015,589,1,1,0,0,6259.3716
382868,162,4,17/07/2014,608,1,1,0,0,6404.4116
158310,858,7,09/02/2014,0,0,0,0,0,0.0
75067,757,5,24/04/2015,529,1,0,0,0,5202.266
92926,1077,7,08/06/2014,0,0,0,0,0,0.0
697638,633,2,12/05/2015,450,1,0,0,0,4390.161
244157,210,1,13/07/2015,396,1,1,0,0,4930.232
659647,418,5,13/09/2013,673,1,1,0,0,6517.7407
362374,760,1,09/03/2015,1109,1,0,0,0,8492.96
113336,121,7,23/11/2014,0,0,0,0,0,0.0
562297,660,1,03/02/2014,725,1,1,0,0,8046.5464
514356,161,4,04/09/2014,828,1,1,0,0,8396.387
203133,91,3,12/11/2014,491,1,1,0,0,5432.2363
40463,26,6,14/12/2013,598,1,0,0,0,6036.315
349012,778,4,30/04/2015,947,1,1,0,0,8653.529
122147,632,2,02/12/2014,1011,1,1,0,0,9383.384
10677,568,1,12/05/2014,370,1,0,0,0,3553.3125
351760,751,6,18/07/2015,555,1,0,0,0,5456.335
151636,668,7,04/01/2015,0,0,0,0,0,0.0
87203,337,3,08/10/2014,363,1,1,0,0,4390.6104
18659,167,4,13/11/2014,1125,1,1,0,0,9905.95
270964,110,1,24/11/2014,679,1,1,0,0,7687.386
158220,607,6,24/05/2014,138,1,0,0,0,1531.8536
435608,656,7,16/06/2013,0,0,0,0,0,0.0
505888,636,2,12/03/2013,557,1,0,0,0,5038.2534
446814,621,7,09/02/2014,0,0,0,0,0,0.0
25620,225,3,08/10/2014,564,1,1,0,0,6305.726
157480,713,5,18/10/2013,1166,1,0,0,0,9412.789
217623,785,7,07/04/2013,0,0,0,0,0,0.0
92029,224,5,01/11/2013,0,0,0,a,0,0.0
304956,346,4,23/10/2014,669,1,1,0,0,7199.1777
640944,722,3,29/04/2015,1828,1,1,0,0,14665.611
246436,1101,3,22/05/2013,810,1,0,0,0,6683.375
679873,131,6,14/09/2013,526,1,0,0,0,5185.0347
409704,334,3,28/08/2013,518,1,1,0,1,5546.7505
29729,45,7,02/02/2014,0,0,0,0,0,0.0
450117,134,6,03/01/2015,281,1,0,0,0,2595.4038
431555,122,6,22/02/2014,712,1,0,0,0,6753.967
195025,112,5,01/08/2014,791,1,1,0,1,7877.5103
529517,681,2,10/09/2013,614,1,1,0,0,6372.7954
638278,665,6,25/05/2013,795,1,0,0,0,7035.6465
329130,871,3,30/01/2013,304,1,0,0,0,3040.8975
90687,629,3,02/01/2013,699,1,0,0,1,6020.135
548043,253,3,25/03/2015,518,1,0,0,0,4931.2095
594162,733,5,27/02/2015,3696,1,0,0,0,16177.113
650016,877,1,06/05/2013,851,1,0,0,0,6595.0557
697712,248,5,07/03/2014,1101,1,1,0,0,9607.471
231270,808,1,13/07/2015,753,1,1,0,1,9042.497
438791,416,4,24/07/2014,1144,1,0,0,1,8819.919
466200,223,7,24/05/2015,0,0,0,0,0,0.0
57927,991,7,20/04/2014,0,0,0,0,0,0.0
241016,700,7,10/11/2013,0,0,0,0,0,0.0
138402,935,7,26/01/2014,0,0,0,0,0,0.0
512918,1076,4,05/09/2013,520,1,0,0,0,4679.8716
422682,735,6,08/03/2014,403,1,0,0,0,4071.9216
331921,1004,6,18/07/2015,471,1,0,0,0,4472.6055
387760,1052,5,03/07/2015,700,1,1,0,1,6882.82
572214,934,1,01/09/2014,945,1,1,0,0,9733.737
56048,560,7,01/02/2015,0,0,0,0,0,0.0
198733,720,6,17/01/2015,677,1,0,0,0,6529.0874
294307,209,5,31/07/2015,830,1,1,0,1,7989.617
123043,935,1,22/07/2013,533,1,0,0,1,4877.9126
231584,393,6,30/08/2014,654,1,0,0,0,6449.7915
381098,492,4,03/10/2013,0,0,0,a,0,0.0
369410,1027,2,18/03/2014,1887,1,1,0,0,16017.514
49274,765,1,14/01/2013,698,1,0,0,0,5829.4233
615717,408,6,05/01/2013,517,1,0,0,0,5231.7803
283661,189,5,08/02/2013,887,1,1,0,0,8261.431
40227,642,1,19/08/2013,361,1,0,0,1,3470.6138
574345,585,1,10/06/2013,969,1,0,0,0,7445.9146
77198,781,2,20/08/2013,656,1,0,0,1,5760.3955
490527,879,3,07/05/2014,354,1,1,0,0,4115.199
94825,970,4,03/01/2013,369,1,0,0,1,3474.6414
86874,333,6,11/07/2015,1157,1,0,0,0,8908.485
195976,212,5,10/04/2015,386,1,0,0,1,4050.21
117765,122,6,22/11/2014,667,1,0,0,0,6391.8335
267033,848,2,26/08/2014,998,1,0,0,1,8163.875
631975,743,7,12/10/2014,0,0,0,0,0,0.0
617388,132,1,03/06/2013,627,1,1,0,0,7240.536
202166,194,6,03/08/2013,424,1,0,0,0,4130.634
405721,66,7,12/10/2014,0,0,0,0,0,0.0
329115,1038,3,20/02/2013,432,1,1,0,0,5055.889
169463,458,4,11/12/2014,571,1,0,0,0,5082.913
236734,827,6,19/04/2014,3157,1,0,0,0,21438.715
97969,171,4,26/06/2014,713,1,0,0,0,6102.085
544306,354,1,11/02/2013,550,1,0,0,0,5067.1567
